YEAR,SIZE,ARINV,CATA,CR,ROA,LEV,LOSS,EMPLOY,BIG4,CHANT,OP,DELAY,LNFEE,EXPECTED,ABFEE
0,20.91361221,0.019427488,0.44904273,5.940423247,-0.234639282,0.152709545,1,22.06807649,0,0,1,9,750000,494762.7807,255237.2193
0,23.73048223,0.098639574,0.595647749,2.802622782,0.130849148,0.241196078,0,73.55949973,0,0,1,10.14889157,1800000,2211650.71,-411650.71
0,23.27580202,0.031396231,0.154883406,0.770529694,0.045880881,0.385631404,0,61.9596643,0,0,1,8.426149773,990000,1823187.74,-833187.74
0,22.02494422,0.056448813,0.655677229,1.439293544,0.031394196,0.541650271,0,32.74141109,0,0,1,10.14889157,900000,455591.557,444408.443
0,19.53986958,0.24900254,0.514434899,0.399285887,-1.300156698,1.635589672,1,23.64318084,0,0,0,9.38083152,1100000,1499405.853,-399405.853
0,20.14466369,0.359502165,0.843330309,1.690250719,0.001687855,0.531551345,0,33.06055051,0,1,1,9.899494937,500000,399930.9135,100069.0865
0,24.30890305,0.072284763,0.452231262,0.924912824,0.03076321,0.725331691,0,33.89690251,0,0,1,10.77032961,1000000,950227.3987,49772.6013
0,22.9969816,0.117749092,0.466599409,0.82922936,-0.022818491,0.656261868,1,78.12169993,0,0,1,10.72380529,1500000,2210330.173,-710330.173
0,20.58828885,0.017706024,0.597789735,3.172401116,0.011337472,0.3323714,0,38.28837944,0,0,1,9.38083152,610000,531169.6766,78830.3234
0,24.17478472,0.144186062,0.215034811,1.180415892,0.025694803,0.611732661,0,50.54700782,0,0,1,9.38083152,4400000,1613443.398,2786556.602
0,22.19225057,0.053069942,0.717883642,4.337303192,-0.00158194,0.19494534,1,34.33656943,0,0,1,10.77032961,900000,660332.7835,239667.2165
0,21.26885169,0.044627092,0.237615233,2.037743589,0.015539876,0.357765755,0,28.86173938,0,0,1,10.77032961,1000000,360677.2403,639322.7597
0,21.35419975,0.263334941,0.48315481,1.02730477,0.014812383,0.59011479,0,37.72267223,0,1,1,10.77032961,500000,826312.9292,-326312.9292
0,23.04102148,0.002212789,0.604234529,1.948641995,0.116738682,0.326182221,0,89.39239341,0,0,1,10.77032961,1600000,2587666.866,-987666.866
0,23.08346311,0.133827978,0.52588472,0.922330113,0.008690397,0.759463296,0,90.03332716,0,0,1,10.77032961,1500000,2698912.706,-1198912.706
0,23.65470788,0.03935691,0.200793552,0.855780639,0.048848606,0.456978045,0,59.35486501,0,0,1,10,1700000,1786549.211,-86549.211
0,22.84908578,0.154372355,0.479338562,0.98277128,0.012167108,0.665051053,0,69.57010852,0,0,1,10.77032961,1500000,1957331.733,-457331.733
0,24.16255367,0.05617731,0.183115249,0.564408495,0.010021362,0.583053707,0,68.74590897,0,0,1,9.273618495,1080000,2249407.148,-1169407.148
0,22.93883789,0.045835747,0.139216402,0.551821124,0.050015354,0.482853468,0,69.48381106,0,0,1,10.77032961,800000,1996775.935,-1196775.935
0,22.1629277,0.005136131,0.384300138,2.577912011,0.109511177,0.305247172,0,26.17250466,0,0,1,10.63014581,800000,291712.1008,508287.8992
0,22.45536747,0.130714249,0.335166275,0.84419328,0.03098347,0.562089108,0,38.34057903,0,0,1,10.77032961,1350000,793538.4528,556461.5472
0,22.06822861,0.009532347,0.327850393,2.064771283,0.020216514,0.23692861,0,19.07878403,0,0,1,10.09950494,1300000,160173.8821,1139826.118
0,21.88660549,0.113532312,0.499327263,1.395960419,0.065655757,0.373694078,0,56.34713835,1,0,1,10.44030651,1800000,2995140.316,-1195140.316
0,22.69947557,0.007699426,0.276223736,2.178745672,0.02635883,0.490094095,0,13.45362405,0,0,1,8.660254038,2300000,57179.16912,2242820.831
0,21.28421418,1.29E-05,0.86249473,8.6122972,0.076665707,0.100146884,0,10.04987562,0,0,1,9.949874371,1000000,-174004.5248,1174004.525
